id,code,name
n1,N1,Escluse ex art. 15
n2,N2,Non soggette
n3,N3,Non imponibili
n4,N4,Esenti
n5,N5,Regime del margine / IVA non esposta in fattura
n6,N6,Inversione contabile
n7,N7,IVA assolta in altro stato UE
n2_1,N2.1,non soggette ad IVA ai sensi degli artt. da 7 a 7-septies del DPR 633/72
n2_2,N2.2,non soggette – altri casi
n3_1,N3.1,non imponibili – esportazioni
n3_2,N3.2,non imponibili – cessioni intracomunitarie
n3_3,N3.3,non imponibili – cessioni verso San Marino
n3_4,N3.4,non imponibili – operazioni assimilate alle cessioni all’esportazione
n3_5,N3.5,non imponibili – a seguito di dichiarazioni d’intento
n3_6,N3.6,non imponibili – altre operazioni che non concorrono alla formazione del plafond
n6_1,N6.1,inversione contabile – cessione di rottami e altri materiali di recupero
n6_2,N6.2,inversione contabile – cessione di oro e argento puro
n6_3,N6.3,inversione contabile – subappalto nel settore edile
n6_4,N6.4,inversione contabile – cessione di fabbricati
n6_5,N6.5,inversione contabile – cessione di telefoni cellulari
n6_6,N6.6,inversione contabile – cessione di prodotti elettronici
n6_7,N6.7,inversione contabile – prestazioni comparto edile e settori connessi
n6_8,N6.8,inversione contabile – operazioni settore energetico
n6_9,N6.9,inversione contabile – altri casi
